"Title","ReleaseDate","Genre","MPAARating","Poster","Runtime"
"The Hangover","2009-01-01","Comedy","R","https://m.media-amazon.com/images/M/MV5BNDI2MzBhNzgtOWYyOS00NDM2LWE0OGYtOGQ0M2FjMTI2NTllXkEyXkFqcGc@._V1_SX300.jpg","100"
"On the Waterfront","1954-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_SX300.jpg","108"
"Cool Hand Luke","1967-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BYzI1NzBkNmMtOWRmMS00YmY2LTk5MjQtZjAzMmIwZDQ2M2UwXkEyXkFqcGc@._V1_SX300.jpg","127"
"The Passion of Joan of Arc","1928-01-01","Biography","NR","https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_SX300.jpg","114"
"Up","2009-01-01","Animation","PG","https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_SX300.jpg","96"
"The 400 Blows","1959-01-01","Crime","NR","https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@._V1_SX300.jpg","99"
"Heat","1995-01-01","Action","R","https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_SX300.jpg","170"
"Double Indemnity","1944-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_SX300.jpg","107"
"The Wild Bunch","1969-01-01","Action","R","https://m.media-amazon.com/images/M/MV5BNmFlMWJlMDEtNjFlNC00YjQ1LWI1ZTYtZDZkNDY0N2RiMDA3XkEyXkFqcGc@._V1_SX300.jpg","135"
"The Battle of Algiers","1966-01-01","Drama","NR","https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_SX300.jpg","121"
"The Wages of Fear","1953-01-01","Adventure","NR","https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_SX300.jpg","156"
"L.A. Confidential","1997-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_SX300.jpg","138"
"The Bridge on the River Kwai","1957-01-01","Adventure","PG","https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_SX300.jpg","161"
"Dog Day Afternoon","1975-01-01","Biography","R","https://m.media-amazon.com/images/M/MV5BY2RjNTg2ODMtZWQ4NC00MDdhLWE4MDgtMWFjMjI4ZTIxMGY4XkEyXkFqcGc@._V1_SX300.jpg","125"
"The Night of the Hunter","1955-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZmZmOWEzYjktZWYxMi00MjlmLTlmNTAtMzI4ZDVlZmIxZGIzXkEyXkFqcGc@._V1_SX300.jpg","92"
"The Day the Earth Stood Still","2008-01-01","Adventure","PG-13","https://m.media-amazon.com/images/M/MV5BMTI5NTg1MzU5Nl5BMl5BanBnXkFtZTcwMDU1ODMwMg@@._V1_SX300.jpg","104"
"The Best Years of Our Lives","1946-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_SX300.jpg","170"
"The Grapes of Wrath","1940-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_SX300.jpg","129"
"The Manchurian Candidate","2004-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BMGVkNDJkYWYtYjE4Yy00OTEzLThkOTUtZTJiMjRkYzliNDk3XkEyXkFqcGc@._V1_SX300.jpg","129"
"In the Name of the Father","1993-01-01","Biography","R","https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_SX300.jpg","133"
"The Straight Story","1999-01-01","Biography","G","https://m.media-amazon.com/images/M/MV5BZjdjNWZhY2UtMDRiYS00M2NhLThiZmQtYTA0MzI4ZWIyYzY4XkEyXkFqcGc@._V1_SX300.jpg","112"
"Butch Cassidy and the Sundance Kid","1969-01-01","Adventure","PG","https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg","110"
"The French Connection","1971-01-01","Action","R","https://m.media-amazon.com/images/M/MV5BZDAyZDU3OWUtNWQ3Zi00ZWRkLWI4MGEtNDFlZWIzZDk5ZTZkXkEyXkFqcGc@._V1_SX300.jpg","104"
"The King of Comedy","1982-01-01","Comedy","PG","https://m.media-amazon.com/images/M/MV5BYTQxNGUwNmUtMDJhYy00ZjM1LWFjZjQtYmI5ZGY4YTZmZWQyXkEyXkFqcGc@._V1_SX300.jpg","109"
"The Conversation","1974-01-01","Drama","PG","https://m.media-amazon.com/images/M/MV5BOTY4OTVmMzgtNTBkYi00NjI1LWIzOWItNGIwNTM1ZTEzMzc5XkEyXkFqcGc@._V1_SX300.jpg","113"
"All About Eve","1950-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_SX300.jpg","138"
"The Maltese Falcon","1941-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZjJhOTcwNGYtZGM3ZS00ZTYzLWJlZDYtMzllYmRkMDI4MjBkXkEyXkFqcGc@._V1_SX300.jpg","100"
"The Lady Eve","1941-01-01","Comedy","Approved","https://m.media-amazon.com/images/M/MV5BMGVmYmZkNjgtNDA5Ny00YzFlLTk5MDctYjUyM2RjZWYxNTMwXkEyXkFqcGc@._V1_SX300.jpg","94"
"Sullivan's Travels","1941-01-01","Adventure","Approved","https://m.media-amazon.com/images/M/MV5BYmMyYjBmMzAtOWUzOC00YjU2LThmYTgtY2ZhMjM0MWM5MWI5XkEyXkFqcGc@._V1_SX300.jpg","90"
"The Shop Around the Corner","1940-01-01","Comedy","Approved","https://m.media-amazon.com/images/M/MV5BMGU3Y2RmMTAtY2EzNC00MjUzLWIyMDUtZWJmYTE2MTU5ZDY5XkEyXkFqcGc@._V1_SX300.jpg","99"
"High Noon","1952-01-01","Drama","PG","https://m.media-amazon.com/images/M/MV5BMmJiZjA3ODgtNWI1Zi00OTA1LTkyNTMtZTA1NGYwOTQyZTA3XkEyXkFqcGc@._V1_SX300.jpg","85"
"The Searchers","1956-01-01","Adventure","Approved","https://m.media-amazon.com/images/M/MV5BMTQ4YWI0MTItMTE4YS00ZTNjLWE3ZTQtN2E2MTlhYWQxNDNmXkEyXkFqcGc@._V1_SX300.jpg","119"
"Rio Bravo","1959-01-01","Western","Approved","https://m.media-amazon.com/images/M/MV5BYmRiNWY3ZDQtZTJkNi00NjlkLWI3NTQtZDEzZTE0YmNhYTk2XkEyXkFqcGc@._V1_SX300.jpg","141"
"The Alamo","2004-01-01","Drama","PG-13","https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg","137"
"Lawrence of Arabia","1962-01-01","Adventure","PG","https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_SX300.jpg","227"
"Doctor Zhivago","1965-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BNWQyZGNmZWItNjc0OS00M2YyLWJkZmYtZWNlNDE2MzMwYzUzXkEyXkFqcGc@._V1_SX300.jpg","197"
"The Sound of Music","1965-01-01","Biography","G","https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_SX300.jpg","174"
"West Side Story","1961-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg","153"
"My Fair Lady","1964-01-01","Drama","G","https://m.media-amazon.com/images/M/MV5BNmMxZmFjZmQtMDRiOC00MDQxLTlhNDktZTkxMmRiYWM1ZDUzXkEyXkFqcGc@._V1_SX300.jpg","170"
"Mary Poppins","1964-01-01","Comedy","G","https://m.media-amazon.com/images/M/MV5BNThiNjgzMTYtZjUzMC00YTVlLTg4MDItMmFjMDIwYjg4ZDAwXkEyXkFqcGc@._V1_SX300.jpg","139"
"The Music Man","1962-01-01","Comedy","G","https://m.media-amazon.com/images/M/MV5BODBmODNmNTMtY2M5ZC00MjI0LWFkYjUtOTAwMTk3MThjYmNiXkEyXkFqcGc@._V1_SX300.jpg","151"
"The Longest Day","1962-01-01","Action","G","https://m.media-amazon.com/images/M/MV5BYmM0NjAzZWUtMGZmYi00Nzc4LTk4Y2YtOWQ1NmE4ZTlkOTFmXkEyXkFqcGc@._V1_SX300.jpg","178"
"How the West Was Won","1962-01-01","Action","G","https://m.media-amazon.com/images/M/MV5BNzk1OTllN2YtMTkwNi00OGY2LWIyMzEtMDIwODM3YWMxMzg1XkEyXkFqcGc@._V1_SX300.jpg","164"
"The Great Escape","1963-01-01","Adventure","Approved","https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_SX300.jpg","172"
"To Kill a Mockingbird","1962-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_SX300.jpg","129"
"The Birds","1963-01-01","Drama","PG-13","https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx._V1_SX300.jpg","119"
"Marnie","1964-01-01","Crime","PG","https://m.media-amazon.com/images/M/MV5BMTIyMmJmOGUtODMzMy00NTUxLWJmZTQtMWQ4NWM1ZTg5MjZlXkEyXkFqcGc@._V1_SX300.jpg","130"
"Frenzy","1972-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BYWQ3OGZkYTgtZjVmZi00Yjg4LThkNjEtOTdjM2I4YTUwNmVhXkEyXkFqcGc@._V1_SX300.jpg","116"
"Family Plot","1976-01-01","Comedy","PG","https://m.media-amazon.com/images/M/MV5BODExM2E0MGUtMzQ5MS00NDBhLTllZDMtYmMwM2MyYzY3Yzg4XkEyXkFqcGc@._V1_SX300.jpg","120"
"Vertigo","1958-01-01","Mystery","PG","https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_SX300.jpg","128"
"Rebel Without a Cause","1955-01-01","Drama","PG-13","https://m.media-amazon.com/images/M/MV5BY2QzZWUzODQtODUyZi00NDBlLTgzMGEtY2UzNmZhYzI0MTEyXkEyXkFqcGc@._V1_SX300.jpg","111"
"East of Eden","1955-01-01","Drama","PG","https://m.media-amazon.com/images/M/MV5BYjkyNzQ0MTgtOTk5Yi00NWVjLTkwYmMtZjhhMDkxMmZmMGZiXkEyXkFqcGc@._V1_SX300.jpg","118"
"Giant","1956-01-01","Drama","G","https://m.media-amazon.com/images/M/MV5BYTRjYjQ4ZjktZWVkNS00YmRkLTkwMjYtOTA5ZDUxM2UzNDk1XkEyXkFqcGc@._V1_SX300.jpg","201"
"A Place in the Sun","1951-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BMjM4MzFjMjgtOTVmYi00YWI2LThlNTItYTdhNTE4ODhhZjgwXkEyXkFqcGc@._V1_SX300.jpg","122"
"Sunset Boulevard","1950-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg","110"
"The Asphalt Jungle","1950-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BMWE2Y2E0ZTMtYzZmNi00MzZiLTg0ZTctMGY2YWJkMzE3NDEyXkEyXkFqcGc@._V1_SX300.jpg","112"
"White Heat","1949-01-01","Action","Approved","https://m.media-amazon.com/images/M/MV5BYzYxN2Y2MzAtOGM4Zi00N2Y2LWEwMGItMzE1NTM4M2VmYTk4XkEyXkFqcGc@._V1_SX300.jpg","114"
"The Set-Up","1949-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BYzcxYWY5YjItMTUxNC00ZmRmLTkxOGItOWI0NjZjMDczM2Y3XkEyXkFqcGc@._V1_SX300.jpg","73"
"Force of Evil","1948-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZGU2MjA3MGEtOGQxMy00NmQ4LTlmZGYtYzJiYWU4YjBmOGIwXkEyXkFqcGc@._V1_SX300.jpg","79"
"Brute Force","1947-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BYzhlMjE3OTctYWNjZi00MDE0LWE2MGMtNTI5MGUyNzY3NDlkXkEyXkFqcGc@._V1_SX300.jpg","98"
"The Naked City","1948-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BMDAyM2ExNzctN2U2Yy00NDk3LWI4NzYtOGFjMDdmNTBjMzU1XkEyXkFqcGc@._V1_SX300.jpg","96"
"Call Northside 777","1948-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BMTY4Zjk2NjItNjI2Mi00ZjIzLWExZGYtMzFiY2Y5NWEzYjFhXkEyXkFqcGc@._V1_SX300.jpg","112"
"Boomerang!","1947-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BN2IxNjc5NDMtZWFiYS00ZTI1LTg2YTYtYzdlZmVlMTdkNTAwXkEyXkFqcGc@._V1_SX300.jpg","88"
"The Big Heat","1953-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BMzhmNDQ1ZGUtMmNkMy00N2VjLThkODktZjdjNWYwNjBkNTQyXkEyXkFqcGc@._V1_SX300.jpg","89"
"On Dangerous Ground","1951-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BMzI5MWVkOWEtYTU3ZS00YzNmLTg1ZDctOGY0MWZhYzU5ZDA0XkEyXkFqcGc@._V1_SX300.jpg","82"
"Pickup on South Street","1953-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BOTNlMjVlNTEtOGViNC00M2Q4LWJkOWUtYzBiMWYwYmQ4OGZjXkEyXkFqcGc@._V1_SX300.jpg","80"
"Nightfall","1956-01-01","Crime","NR","https://m.media-amazon.com/images/M/MV5BODMyMzhjNTktZTdiOC00NTY3LThiNzItMDlkN2MwZWQ4NjdhXkEyXkFqcGc@._V1_SX300.jpg","78"
"The Narrow Margin","1952-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BMTU0NTE5MTMtMTEyMi00NzBkLWJkYzctNTNjMjI4ZGM4MThhXkEyXkFqcGc@._V1_SX300.jpg","71"
"Crime Wave","1953-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BZDRhM2ZjOTUtMjQ0YS00NzhiLTgxNTItOWU1MTE2NWEzNTM1XkEyXkFqcGc@._V1_SX300.jpg","73"
"The Big Combo","1955-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BNzJiYjQ1ODgtZjhjNy00NzZiLWEzZjYtMDk2NWYxYzY4OWIyXkEyXkFqcGc@._V1_SX300.jpg","87"
"Kiss Me Deadly","1955-01-01","Crime","Approved","https://m.media-amazon.com/images/M/MV5BODAyMTQxMjg5Nl5BMl5BanBnXkFtZTcwNzUzNzA2NA@@._V1_SX300.jpg","106"
"Touch of Evil","1958-01-01","Crime","PG-13","https://m.media-amazon.com/images/M/MV5BYzBkNTQzODUtNzcxMy00ZGNhLThmOWMtMTcyYzY4ZTU2NDM3XkEyXkFqcGc@._V1_SX300.jpg","95"
"Sweet Smell of Success","1957-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BZWY3NmM5MTMtODczZS00NmE5LTljOGEtNjFmYzVlZThmNDZmXkEyXkFqcGc@._V1_SX300.jpg","96"
"The Wrong Man","1956-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BZGZhZjlkN2MtYmE2Ni00YmRkLTkwNjMtNTFjMzFkZWNlYzg2XkEyXkFqcGc@._V1_SX300.jpg","105"
"Anatomy of a Murder","1959-01-01","Drama","Approved","https://m.media-amazon.com/images/M/MV5BYWRiNmViOGEtODY5OC00YTgxLWI3NjktZjBlOTBhM2ExNTU5XkEyXkFqcGc@._V1_SX300.jpg","161"
"In Cold Blood","1967-01-01","Biography","R","https://m.media-amazon.com/images/M/MV5BM2YwMjJjNDEtYTFmMS00MTQ3LTkzYWQtMzYzNjgwZGIzOGQ3XkEyXkFqcGc@._V1_SX300.jpg","134"
"Bullitt","1968-01-01","Action","NR","https://m.media-amazon.com/images/M/MV5BYTA0ZjRhNjgtYWNlMC00Y2U4LTg1OGEtMTU4NGM1MTRjZGUyXkEyXkFqcGc@._V1_SX300.jpg","114"
"Dirty Harry","1971-01-01","Action","R","https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_SX300.jpg","102"
"Serpico","1973-01-01","Biography","R","https://m.media-amazon.com/images/M/MV5BYTg3NzUzYzYtMmQxOS00MjAwLWI0ZDYtNDg4OTQ4OTljNGFlXkEyXkFqcGc@._V1_SX300.jpg","130"
"Prince of the City","1981-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BNzFjNDk5ZDEtOWRhZS00ZWM5LWJkYjUtY2Q1NWFjOTBiYzNiXkEyXkFqcGc@._V1_SX300.jpg","167"
"The Untouchables","1987-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BYjVlNTk3NGYtOWE0OC00MDI4LThlZWItZGMwMTdmYzcwM2Y5XkEyXkFqcGc@._V1_SX300.jpg","119"
"Zodiac","2007-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BNDFkMTRkZmQtM2I0NC00NjJjLWJlMDctNTNiZWYxYzhjZDZiXkEyXkFqcGc@._V1_SX300.jpg","157"
"Gone Girl","2014-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg","149"
"Prisoners","2013-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX300.jpg","153"
"The Girl with the Dragon Tattoo","2011-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg","158"
"Mystic River","2003-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg","138"
"The Town","2010-01-01","Crime","R","https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg","125"
"Shutter Island","2010-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_SX300.jpg","138"
"Insomnia","2002-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BOTE2NzQ0MzQtMDRmZi00ZWRiLWE4MDEtY2M1Mjc3OGY5N2JkXkEyXkFqcGc@._V1_SX300.jpg","118"
"Dunkirk","2017-01-01","Action","PG-13","https://m.media-amazon.com/images/M/MV5BZWU5ZjJkNTQtMzQwOS00ZGE4LWJkMWUtMGQ5YjdiM2FhYmRhXkEyXkFqcGc@._V1_SX300.jpg","106"
"Tenet","2020-01-01","Action","PG-13","https://m.media-amazon.com/images/M/MV5BNTIzNDIxMzktMzlkMi00MmUyLWFmMjQtZDgwMjBmOGJmNTI3XkEyXkFqcGc@._V1_SX300.jpg","150"
"Oppenheimer","2023-01-01","Biography","R","https://m.media-amazon.com/images/M/MV5BM2RmYmVmMzctMzc5Ny00MmNiLTgxMGUtYjk1ZDRhYjA2YTU0XkEyXkFqcGc@._V1_SX300.jpg","180"
"The Revenant","2015-01-01","Adventure","R","https://m.media-amazon.com/images/M/MV5BYTgwNmQzZDctMjNmOS00OTExLTkwM2UtNzJmOTJhODFjOTdlXkEyXkFqcGc@._V1_SX300.jpg","156"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Comedy","R","https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg","119"
"Moonlight","2016-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_SX300.jpg","111"
"La La Land","2016-01-01","Comedy","PG-13","https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_SX300.jpg","128"
"Manchester by the Sea","2016-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_SX300.jpg","137"
"Call Me by Your Name","2017-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg","132"
"Lady Bird","2017-01-01","Comedy","R","https://m.media-amazon.com/images/M/MV5BNjk5MzcyOWQtNzE1Mi00NzdmLTlkM2QtOTdjZThhMDc2Y2NjXkEyXkFqcGc@._V1_SX300.jpg","94"
"Phantom Thread","2017-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BOTMzNWNhNDctMTM2MC00N2EwLThjYTEtMmQ2ZDAyNDVlNzgyXkEyXkFqcGc@._V1_SX300.jpg","130"
"The Shape of Water","2017-01-01","Drama","R","https://m.media-amazon.com/images/M/MV5BOGFlMTM2MTgtZDdlMy00ZDZlLWFjOTUtZDMzMGEwNmNiMWY0XkEyXkFqcGc@._V1_SX300.jpg","123"
