"MovieTitle","MovieReleaseDate","FirstName","LastName","DateOfBirth"
"The Naked City","1948-01-01","Albert","Maltz","1954-06-15"
"The Naked City","1948-01-01","Malvin","Wald","1989-07-13"
"Call Northside 777","1948-01-01","Jerome","Cady","1977-08-26"
"Call Northside 777","1948-01-01","Jay","Dratler","1992-04-20"
"Call Northside 777","1948-01-01","Leonard","Hoffman","1994-10-12"
"Boomerang!","1947-01-01","Richard","Murphy","1978-08-02"
"Boomerang!","1947-01-01","Fulton","Oursler","1962-08-20"
"The Big Heat","1953-01-01","Sydney","Boehm","1959-01-18"
"The Big Heat","1953-01-01","William","P. McGivern","1954-01-01"
"On Dangerous Ground","1951-01-01","A.I.","Bezzerides","1959-04-21"
"On Dangerous Ground","1951-01-01","Nicholas","Ray","1999-04-23"
"On Dangerous Ground","1951-01-01","Gerald","Butler","1995-05-20"
"Pickup on South Street","1953-01-01","Samuel","Fuller","1965-01-20"
"Pickup on South Street","1953-01-01","Dwight","Taylor","1982-08-02"
"Nightfall","1956-01-01","Stirling","Silliphant","1974-08-03"
"Nightfall","1956-01-01","David","Goodis","1983-10-25"
"The Narrow Margin","1952-01-01","Earl","Felton","1986-11-26"
"The Narrow Margin","1952-01-01","Martin","Goldsmith","1990-07-25"
"The Narrow Margin","1952-01-01","Jack","Leonard","1968-04-19"
"Crime Wave","1953-01-01","Crane","Wilbur","1950-02-08"
"Crime Wave","1953-01-01","Bernard","Gordon","1951-12-26"
"Crime Wave","1953-01-01","Richard","Wormser","1984-08-20"
"The Big Combo","1955-01-01","Philip","Yordan","1967-05-12"
"Kiss Me Deadly","1955-01-01","Mickey","Spillane","1966-03-16"
"Kiss Me Deadly","1955-01-01","A.I.","Bezzerides","1959-04-21"
"Touch of Evil","1958-01-01","Orson","Welles","1981-02-21"
"Touch of Evil","1958-01-01","Whit","Masterson","1950-12-26"
"Touch of Evil","1958-01-01","Franklin","Coen","1992-05-16"
"Sweet Smell of Success","1957-01-01","Clifford","Odets","1952-08-08"
"Sweet Smell of Success","1957-01-01","Ernest","Lehman","1954-04-12"
"Sweet Smell of Success","1957-01-01","Alexander","Mackendrick","1964-06-11"
"The Wrong Man","1956-01-01","Maxwell","Anderson","1988-07-26"
"The Wrong Man","1956-01-01","Angus","MacPhail","1959-08-18"
"The Wrong Man","1956-01-01","Edmond","S. Albout","1957-02-10"
"Anatomy of a Murder","1959-01-01","Wendell","Mayes","1958-09-21"
"Anatomy of a Murder","1959-01-01","John","D. Voelker","1955-06-20"
"In Cold Blood","1967-01-01","Truman","Capote","1967-07-22"
"In Cold Blood","1967-01-01","Richard","Brooks","1957-08-27"
"Bullitt","1968-01-01","Alan","Trustman","1974-06-12"
"Bullitt","1968-01-01","Harry","Kleiner","1964-02-20"
"Bullitt","1968-01-01","Robert","L. Fish","1952-02-24"
"Dirty Harry","1971-01-01","Harry","Julian Fink","1985-02-22"
"Dirty Harry","1971-01-01","Rita","M. Fink","1979-08-22"
"Dirty Harry","1971-01-01","Dean","Riesner","1986-02-20"
"Serpico","1973-01-01","Peter","Maas","1980-02-17"
"Serpico","1973-01-01","Waldo","Salt","1989-05-01"
"Serpico","1973-01-01","Norman","Wexler","1982-10-20"
"Prince of the City","1981-01-01","Jay","Presson Allen","1994-04-16"
"Prince of the City","1981-01-01","Sidney","Lumet","1971-09-22"
"Prince of the City","1981-01-01","Robert","Daley","1999-02-27"
"The Untouchables","1987-01-01","David","Mamet","1970-10-22"
"The Untouchables","1987-01-01","Oscar","Fraley","1997-03-27"
"The Untouchables","1987-01-01","Eliot","Ness","1950-10-07"
"Zodiac","2007-01-01","James","Vanderbilt","1963-04-01"
"Zodiac","2007-01-01","Robert","Graysmith","1956-02-25"
"Gone Girl","2014-01-01","Gillian","Flynn","1955-09-25"
"Prisoners","2013-01-01","Aaron","Guzikowski","1958-07-17"
"The Girl with the Dragon Tattoo","2011-01-01","Steven","Zaillian","1981-08-12"
"The Girl with the Dragon Tattoo","2011-01-01","Stieg","Larsson","1978-08-26"
"Mystic River","2003-01-01","Brian","Helgeland","1974-01-15"
"Mystic River","2003-01-01","Dennis","Lehane","1980-02-16"
"The Town","2010-01-01","Peter","Craig","1980-02-13"
"The Town","2010-01-01","Ben","Affleck","1993-12-11"
"The Town","2010-01-01","Aaron","Stockard","1956-07-19"
"Shutter Island","2010-01-01","Laeta","Kalogridis","1952-06-25"
"Shutter Island","2010-01-01","Dennis","Lehane","1980-02-16"
"Insomnia","2002-01-01","Hillary","Seitz","1984-10-15"
"Insomnia","2002-01-01","Nikolaj","Frobenius","1985-04-09"
"Insomnia","2002-01-01","Erik","Skjoldbjærg","1993-04-22"
"Dunkirk","2017-01-01","Christopher","Nolan","1999-04-12"
"Tenet","2020-01-01","Christopher","Nolan","1999-04-12"
"Oppenheimer","2023-01-01","Christopher","Nolan","1999-04-12"
"Oppenheimer","2023-01-01","Kai","Bird","1994-05-19"
"Oppenheimer","2023-01-01","Martin","Sherwin","1987-07-20"
"The Revenant","2015-01-01","Mark","L. Smith","1998-07-25"
"The Revenant","2015-01-01","Alejandro","G. Iñárritu","1998-06-10"
"The Revenant","2015-01-01","Michael","Punke","1988-03-13"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Alejandro","G. Iñárritu","1998-06-10"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Nicolás","Giacobone","1976-04-16"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Alexander","Dinelaris","1971-06-25"
"Moonlight","2016-01-01","Barry","Jenkins","1966-08-02"
"Moonlight","2016-01-01","Tarell","Alvin McCraney","1968-02-27"
"La La Land","2016-01-01","Damien","Chazelle","1980-10-14"
"Manchester by the Sea","2016-01-01","Kenneth","Lonergan","1971-09-12"
"Call Me by Your Name","2017-01-01","James","Ivory","1965-04-12"
"Call Me by Your Name","2017-01-01","André","Aciman","1989-08-12"
"Lady Bird","2017-01-01","Greta","Gerwig","1994-06-13"
"Phantom Thread","2017-01-01","Paul","Thomas Anderson","1962-10-26"
"The Shape of Water","2017-01-01","Guillermo","del Toro","1987-09-02"
"The Shape of Water","2017-01-01","Vanessa","Taylor","1988-04-02"
