"MovieTitle","MovieReleaseDate","FirstName","LastName","DateOfBirth"
"The Day the Earth Stood Still","2008-01-01","Jennifer","Connelly","1985-08-06"
"The Day the Earth Stood Still","2008-01-01","Kathy","Bates","1990-05-21"
"The Best Years of Our Lives","1946-01-01","Myrna","Loy","1959-07-09"
"The Best Years of Our Lives","1946-01-01","Dana","Andrews","1978-10-11"
"The Best Years of Our Lives","1946-01-01","Fredric","March","1976-05-08"
"The Grapes of Wrath","1940-01-01","Henry","Fonda","1988-06-02"
"The Grapes of Wrath","1940-01-01","Jane","Darwell","1979-04-21"
"The Grapes of Wrath","1940-01-01","John","Carradine","1986-06-16"
"The Manchurian Candidate","2004-01-01","Denzel","Washington","1950-02-26"
"The Manchurian Candidate","2004-01-01","Liev","Schreiber","1951-02-20"
"The Manchurian Candidate","2004-01-01","Meryl","Streep","1980-11-18"
"In the Name of the Father","1993-01-01","Daniel","Day-Lewis","1968-10-25"
"In the Name of the Father","1993-01-01","Pete","Postlethwaite","1969-02-22"
"In the Name of the Father","1993-01-01","Alison","Crosbie","1957-06-11"
"The Straight Story","1999-01-01","Richard","Farnsworth","1953-08-25"
"The Straight Story","1999-01-01","Sissy","Spacek","1970-09-13"
"The Straight Story","1999-01-01","Jane","Galloway Heitz","1994-04-15"
"Butch Cassidy and the Sundance Kid","1969-01-01","Paul","Newman","1998-10-12"
"Butch Cassidy and the Sundance Kid","1969-01-01","Robert","Redford","1964-02-19"
"Butch Cassidy and the Sundance Kid","1969-01-01","Katharine","Ross","1974-05-07"
"The French Connection","1971-01-01","Gene","Hackman","1956-05-12"
"The French Connection","1971-01-01","Roy","Scheider","1953-02-20"
"The French Connection","1971-01-01","Fernando","Rey","1999-04-27"
"The King of Comedy","1982-01-01","Robert","De Niro","1963-02-02"
"The King of Comedy","1982-01-01","Jerry","Lewis","1972-08-25"
"The King of Comedy","1982-01-01","Diahnne","Abbott","1981-06-09"
"The Conversation","1974-01-01","Gene","Hackman","1956-05-12"
"The Conversation","1974-01-01","John","Cazale","1973-06-14"
"The Conversation","1974-01-01","Allen","Garfield","1972-06-13"
"All About Eve","1950-01-01","Bette","Davis","1985-12-25"
"All About Eve","1950-01-01","Anne","Baxter","1982-08-20"
"All About Eve","1950-01-01","George","Sanders","1953-05-06"
"The Maltese Falcon","1941-01-01","Humphrey","Bogart","1989-10-07"
"The Maltese Falcon","1941-01-01","Mary","Astor","1962-07-02"
"The Maltese Falcon","1941-01-01","Gladys","George","1995-12-09"
"The Lady Eve","1941-01-01","Barbara","Stanwyck","1967-08-11"
"The Lady Eve","1941-01-01","Henry","Fonda","1988-06-02"
"The Lady Eve","1941-01-01","Charles","Coburn","1955-04-01"
"Sullivan's Travels","1941-01-01","Joel","McCrea","1981-06-03"
"Sullivan's Travels","1941-01-01","Veronica","Lake","1986-08-13"
"Sullivan's Travels","1941-01-01","Robert","Warwick","1982-02-11"
"The Shop Around the Corner","1940-01-01","Margaret","Sullavan","1989-07-12"
"The Shop Around the Corner","1940-01-01","James","Stewart","1974-04-07"
"The Shop Around the Corner","1940-01-01","Frank","Morgan","1992-05-12"
"High Noon","1952-01-01","Gary","Cooper","1951-01-20"
"High Noon","1952-01-01","Grace","Kelly","1977-06-06"
"High Noon","1952-01-01","Thomas","Mitchell","1970-09-21"
"The Searchers","1956-01-01","John","Wayne","1997-06-16"
"The Searchers","1956-01-01","Jeffrey","Hunter","1977-08-20"
"The Searchers","1956-01-01","Vera","Miles","1986-08-21"
"Rio Bravo","1959-01-01","John","Wayne","1997-06-16"
"Rio Bravo","1959-01-01","Dean","Martin","1977-02-20"
"Rio Bravo","1959-01-01","Ricky","Nelson","1969-08-26"
"The Alamo","2004-01-01","Dennis","Quaid","1991-02-10"
"The Alamo","2004-01-01","Billy","Bob Thornton","1957-04-26"
"The Alamo","2004-01-01","Emilio","Echevarría","1989-11-27"
"Lawrence of Arabia","1962-01-01","Peter","O'Toole","1977-02-14"
"Lawrence of Arabia","1962-01-01","Alec","Guinness","1999-06-07"
"Lawrence of Arabia","1962-01-01","Anthony","Quinn","1992-08-25"
"Doctor Zhivago","1965-01-01","Omar","Sharif","1986-09-12"
"Doctor Zhivago","1965-01-01","Julie","Christie","1964-12-11"
"Doctor Zhivago","1965-01-01","Geraldine","Chaplin","1992-05-20"
"The Sound of Music","1965-01-01","Julie","Andrews","1961-12-11"
"The Sound of Music","1965-01-01","Christopher","Plummer","1983-04-20"
"The Sound of Music","1965-01-01","Eleanor","Parker","1955-10-20"
"West Side Story","1961-01-01","Natalie","Wood","1993-08-16"
"West Side Story","1961-01-01","George","Chakiris","1997-05-25"
"West Side Story","1961-01-01","Richard","Beymer","1995-08-20"
"My Fair Lady","1964-01-01","Audrey","Hepburn","1974-03-01"
"My Fair Lady","1964-01-01","Rex","Harrison","1973-04-26"
"My Fair Lady","1964-01-01","Stanley","Holloway","1965-08-23"
"Mary Poppins","1964-01-01","Julie","Andrews","1961-12-11"
"Mary Poppins","1964-01-01","Dick","Van Dyke","1983-06-13"
"Mary Poppins","1964-01-01","David","Tomlinson","1983-10-26"
"The Music Man","1962-01-01","Robert","Preston","1951-02-26"
"The Music Man","1962-01-01","Shirley","Jones","1979-08-21"
"The Music Man","1962-01-01","Buddy","Hackett","1994-04-09"
"The Longest Day","1962-01-01","John","Wayne","1997-06-16"
"The Longest Day","1962-01-01","Robert","Ryan","1964-02-12"
"The Longest Day","1962-01-01","Richard","Burton","1967-08-26"
"How the West Was Won","1962-01-01","James","Stewart","1974-04-07"
"How the West Was Won","1962-01-01","John","Wayne","1997-06-16"
"How the West Was Won","1962-01-01","Gregory","Peck","1954-06-11"
"The Great Escape","1963-01-01","Steve","McQueen","1987-08-16"
"The Great Escape","1963-01-01","James","Garner","1985-04-20"
"The Great Escape","1963-01-01","Richard","Attenborough","1999-08-12"
"To Kill a Mockingbird","1962-01-01","Gregory","Peck","1954-06-11"
"To Kill a Mockingbird","1962-01-01","John","Megna","1969-06-12"
"To Kill a Mockingbird","1962-01-01","Frank","Overton","1979-05-26"
"The Birds","1963-01-01","Rod","Taylor","1960-02-02"
"The Birds","1963-01-01","Tippi","Hedren","1998-10-16"
"The Birds","1963-01-01","Jessica","Tandy","1950-08-26"
"Marnie","1964-01-01","Tippi","Hedren","1998-10-16"
"Marnie","1964-01-01","Sean","Connery","1957-05-12"
"Marnie","1964-01-01","Martin","Gabel","1976-07-14"
"Frenzy","1972-01-01","Jon","Finch","1965-06-08"
"Frenzy","1972-01-01","Barry","Foster","1971-08-20"
"Frenzy","1972-01-01","Barbara","Leigh-Hunt","1964-08-03"
"Family Plot","1976-01-01","Karen","Black","1956-05-11"
"Family Plot","1976-01-01","Bruce","Dern","1972-01-01"
"Family Plot","1976-01-01","Barbara","Harris","1982-08-25"
"Vertigo","1958-01-01","James","Stewart","1974-04-07"
"Vertigo","1958-01-01","Kim","Novak","1982-01-09"
"Vertigo","1958-01-01","Barbara","Bel Geddes","1960-08-21"
"Rebel Without a Cause","1955-01-01","James","Dean","1954-04-12"
"Rebel Without a Cause","1955-01-01","Natalie","Wood","1993-08-16"
"Rebel Without a Cause","1955-01-01","Sal","Mineo","1974-01-17"
"East of Eden","1955-01-01","James","Dean","1954-04-12"
"East of Eden","1955-01-01","Raymond","Massey","1988-12-27"
"East of Eden","1955-01-01","Julie","Harris","1954-12-25"
"Giant","1956-01-01","Elizabeth","Taylor","1987-10-02"
"Giant","1956-01-01","Rock","Hudson","1956-02-26"
"Giant","1956-01-01","James","Dean","1954-04-12"
"A Place in the Sun","1951-01-01","Montgomery","Clift","1953-09-23"
"A Place in the Sun","1951-01-01","Elizabeth","Taylor","1987-10-02"
"A Place in the Sun","1951-01-01","Shelley","Winters","1956-08-06"
"Sunset Boulevard","1950-01-01","William","Holden","1953-01-16"
"Sunset Boulevard","1950-01-01","Gloria","Swanson","1983-12-26"
"Sunset Boulevard","1950-01-01","Erich","von Stroheim","1987-04-19"
"The Asphalt Jungle","1950-01-01","Sterling","Hayden","1973-08-16"
"The Asphalt Jungle","1950-01-01","Louis","Calhern","1957-08-01"
"The Asphalt Jungle","1950-01-01","Jean","Hagen","1997-08-16"
"White Heat","1949-01-01","James","Cagney","1977-04-27"
"White Heat","1949-01-01","Virginia","Mayo","1963-12-09"
"White Heat","1949-01-01","Edmond","O'Brien","1995-02-16"
"The Set-Up","1949-01-01","Robert","Ryan","1964-02-12"
"The Set-Up","1949-01-01","Audrey","Totter","1992-03-20"
"The Set-Up","1949-01-01","George","Tobias","1993-05-17"
"Force of Evil","1948-01-01","John","Garfield","1979-06-13"
"Force of Evil","1948-01-01","Thomas","Gomez","1966-09-28"
"Force of Evil","1948-01-01","Beatrice","Pearson","1959-12-26"
"Brute Force","1947-01-01","Burt","Lancaster","1970-04-20"
"Brute Force","1947-01-01","Hume","Cronyn","1964-10-08"
"Brute Force","1947-01-01","Charles","Bickford","1992-04-19"
"The Naked City","1948-01-01","Barry","Fitzgerald","1980-08-13"
"The Naked City","1948-01-01","Howard","Duff","1984-04-09"
"The Naked City","1948-01-01","Dorothy","Hart","1976-12-07"
"Call Northside 777","1948-01-01","James","Stewart","1974-04-07"
"Call Northside 777","1948-01-01","Richard","Conte","1988-08-22"
"Call Northside 777","1948-01-01","Lee","J. Cobb","1986-10-01"
"Boomerang!","1947-01-01","Dana","Andrews","1978-10-11"
"Boomerang!","1947-01-01","Jane","Wyatt","1951-04-09"
"Boomerang!","1947-01-01","Lee","J. Cobb","1986-10-01"
"The Big Heat","1953-01-01","Glenn","Ford","1977-12-19"
"The Big Heat","1953-01-01","Gloria","Grahame","1981-12-15"
"The Big Heat","1953-01-01","Jocelyn","Brando","1954-06-16"
"On Dangerous Ground","1951-01-01","Ida","Lupino","1983-06-26"
"On Dangerous Ground","1951-01-01","Robert","Ryan","1964-02-12"
"On Dangerous Ground","1951-01-01","Ward","Bond","1967-05-15"
"Pickup on South Street","1953-01-01","Richard","Widmark","1952-08-26"
"Pickup on South Street","1953-01-01","Jean","Peters","1991-08-06"
"Pickup on South Street","1953-01-01","Thelma","Ritter","1969-09-20"
"Nightfall","1956-01-01","Aldo","Ray","1966-06-23"
"Nightfall","1956-01-01","Anne","Bancroft","1983-08-23"
"Nightfall","1956-01-01","Brian","Keith","1975-01-25"
"The Narrow Margin","1952-01-01","Charles","McGraw","1965-04-21"
"The Narrow Margin","1952-01-01","Marie","Windsor","1968-07-02"
"The Narrow Margin","1952-01-01","Jacqueline","White","1970-04-22"
"Crime Wave","1953-01-01","Gene","Nelson","1988-05-26"
"Crime Wave","1953-01-01","Sterling","Hayden","1973-08-16"
"Crime Wave","1953-01-01","Phyllis","Kirk","1974-05-26"
"The Big Combo","1955-01-01","Cornel","Wilde","1994-11-06"
"The Big Combo","1955-01-01","Richard","Conte","1988-08-22"
"The Big Combo","1955-01-01","Jean","Wallace","1961-08-05"
"Kiss Me Deadly","1955-01-01","Ralph","Meeker","1986-12-20"
"Kiss Me Deadly","1955-01-01","Albert","Dekker","1982-06-20"
"Kiss Me Deadly","1955-01-01","Paul","Stewart","1980-10-07"
"Touch of Evil","1958-01-01","Charlton","Heston","1984-04-26"
"Touch of Evil","1958-01-01","Orson","Welles","1981-02-21"
"Touch of Evil","1958-01-01","Janet","Leigh","1969-04-12"
"Sweet Smell of Success","1957-01-01","Burt","Lancaster","1970-04-20"
"Sweet Smell of Success","1957-01-01","Tony","Curtis","1992-04-25"
"Sweet Smell of Success","1957-01-01","Susan","Harrison","1992-09-26"
"The Wrong Man","1956-01-01","Henry","Fonda","1988-06-02"
"The Wrong Man","1956-01-01","Vera","Miles","1986-08-21"
"The Wrong Man","1956-01-01","Anthony","Quayle","1994-08-14"
"Anatomy of a Murder","1959-01-01","James","Stewart","1974-04-07"
"Anatomy of a Murder","1959-01-01","Lee","Remick","1963-10-11"
"Anatomy of a Murder","1959-01-01","Ben","Gazzara","1979-12-16"
"In Cold Blood","1967-01-01","Robert","Blake","1983-02-13"
"In Cold Blood","1967-01-01","Scott","Wilson","1993-03-26"
"In Cold Blood","1967-01-01","John","Forsythe","1983-06-10"
"Bullitt","1968-01-01","Steve","McQueen","1987-08-16"
"Bullitt","1968-01-01","Jacqueline","Bisset","1975-04-22"
"Bullitt","1968-01-01","Robert","Vaughn","1971-02-19"
"Dirty Harry","1971-01-01","Clint","Eastwood","1976-08-16"
"Dirty Harry","1971-01-01","Andrew","Robinson","1983-08-26"
"Dirty Harry","1971-01-01","Harry","Guardino","1975-02-26"
"Serpico","1973-01-01","Al","Pacino","1957-06-26"
"Serpico","1973-01-01","John","Randolph","1955-06-21"
"Serpico","1973-01-01","Jack","Kehoe","1951-04-17"
"Prince of the City","1981-01-01","Treat","Williams","1978-07-01"
"Prince of the City","1981-01-01","Jerry","Orbach","1997-08-08"
"Prince of the City","1981-01-01","Richard","Foronjy","1976-08-04"
"The Untouchables","1987-01-01","Kevin","Costner","1975-09-20"
"The Untouchables","1987-01-01","Sean","Connery","1957-05-12"
"The Untouchables","1987-01-01","Charles","Martin Smith","1956-04-25"
"Zodiac","2007-01-01","Jake","Gyllenhaal","1986-04-10"
"Zodiac","2007-01-01","Robert","Downey Jr.","1950-02-21"
"Zodiac","2007-01-01","Mark","Ruffalo","1996-07-24"
"Gone Girl","2014-01-01","Ben","Affleck","1993-12-11"
"Gone Girl","2014-01-01","Rosamund","Pike","1966-02-13"
"Gone Girl","2014-01-01","Neil","Patrick Harris","1991-12-25"
"Prisoners","2013-01-01","Hugh","Jackman","1971-10-12"
"Prisoners","2013-01-01","Jake","Gyllenhaal","1986-04-10"
"Prisoners","2013-01-01","Viola","Davis","1992-12-25"
"The Girl with the Dragon Tattoo","2011-01-01","Daniel","Craig","1957-10-13"
"The Girl with the Dragon Tattoo","2011-01-01","Rooney","Mara","1953-02-16"
"The Girl with the Dragon Tattoo","2011-01-01","Christopher","Plummer","1983-04-20"
"Mystic River","2003-01-01","Sean","Penn","1974-05-25"
"Mystic River","2003-01-01","Tim","Robbins","1999-10-02"
"Mystic River","2003-01-01","Kevin","Bacon","1974-09-26"
"The Town","2010-01-01","Ben","Affleck","1993-12-11"
"The Town","2010-01-01","Rebecca","Hall","1994-04-21"
"The Town","2010-01-01","Jon","Hamm","1964-06-23"
"Shutter Island","2010-01-01","Leonardo","DiCaprio","1981-10-21"
"Shutter Island","2010-01-01","Emily","Mortimer","1991-11-20"
"Shutter Island","2010-01-01","Mark","Ruffalo","1996-07-24"
"Insomnia","2002-01-01","Al","Pacino","1957-06-26"
"Insomnia","2002-01-01","Martin","Donovan","1976-07-12"
"Insomnia","2002-01-01","Oliver","'Ole' Zemen","1966-08-16"
"Dunkirk","2017-01-01","Fionn","Whitehead","1953-08-02"
"Dunkirk","2017-01-01","Barry","Keoghan","1995-08-12"
"Dunkirk","2017-01-01","Mark","Rylance","1995-07-05"
"Tenet","2020-01-01","John","David Washington","1959-06-26"
"Tenet","2020-01-01","Robert","Pattinson","1964-02-26"
"Tenet","2020-01-01","Elizabeth","Debicki","1985-10-17"
"Oppenheimer","2023-01-01","Cillian","Murphy","1977-05-02"
"Oppenheimer","2023-01-01","Emily","Blunt","1961-11-03"
"Oppenheimer","2023-01-01","Robert","Downey Jr.","1950-02-21"
"The Revenant","2015-01-01","Leonardo","DiCaprio","1981-10-21"
"The Revenant","2015-01-01","Tom","Hardy","1990-04-26"
"The Revenant","2015-01-01","Will","Poulter","1987-01-20"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Michael","Keaton","1983-03-26"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Zach","Galifianakis","1991-08-25"
"Birdman or (The Unexpected Virtue of Ignorance)","2014-01-01","Edward","Norton","1971-02-26"
"Moonlight","2016-01-01","Mahershala","Ali","1974-07-18"
"Moonlight","2016-01-01","Naomie","Harris","1950-08-25"
"Moonlight","2016-01-01","Trevante","Rhodes","1986-07-21"
"La La Land","2016-01-01","Ryan","Gosling","1965-12-18"
"La La Land","2016-01-01","Emma","Stone","1987-11-16"
"La La Land","2016-01-01","Rosemarie","DeWitt","1960-02-09"
"Manchester by the Sea","2016-01-01","Casey","Affleck","1967-09-11"
"Manchester by the Sea","2016-01-01","Michelle","Williams","1969-03-01"
"Manchester by the Sea","2016-01-01","Kyle","Chandler","1988-05-20"
"Call Me by Your Name","2017-01-01","Timothée","Chalamet","1994-10-22"
"Call Me by Your Name","2017-01-01","Armie","Hammer","1978-12-20"
"Call Me by Your Name","2017-01-01","Michael","Stuhlbarg","1963-03-22"
"Lady Bird","2017-01-01","Saoirse","Ronan","1968-01-12"
"Lady Bird","2017-01-01","Laurie","Metcalf","1992-06-15"
"Lady Bird","2017-01-01","Tracy","Letts","1971-07-08"
"Phantom Thread","2017-01-01","Vicky","Krieps","1972-12-04"
"Phantom Thread","2017-01-01","Daniel","Day-Lewis","1968-10-25"
"Phantom Thread","2017-01-01","Lesley","Manville","1978-10-14"
"The Shape of Water","2017-01-01","Sally","Hawkins","1974-01-02"
"The Shape of Water","2017-01-01","Octavia","Spencer","1963-11-20"
"The Shape of Water","2017-01-01","Michael","Shannon","1998-03-26"
